,Stkcd,Accper,Typrep,total_assets,tptal_liability,total_equity
32840,600479,2015-12-31,A,2743227412.71,779165946.93,1964061465.78
32846,600479,2016-06-30,A,2881716697.31,936625390.95,1945091306.36
32850,600479,2016-12-31,A,3032091192.71,948212145.28,2083879047.43
32869,600480,2014-06-30,A,7304846739.61,4473310093.55,2831536646.06
32876,600480,2014-12-31,A,7517885261.26,4586865285.3,2931019975.96
32880,600480,2015-06-30,A,8306173572.27,5210720786.32,3095452785.95
32884,600480,2015-12-31,A,8885173128.43,4525649488.81,4359523639.62
32890,600480,2016-06-30,A,9431310429.17,4797296811.96,4634013617.21
32894,600480,2016-12-31,A,10014633525.72,5199057832.88,4815575692.84
32913,600481,2014-06-30,A,7661804336.15,5424752978.4,2237051357.75
32918,600481,2014-12-31,A,7761367496.57,5343416401.38,2417951095.19
32924,600481,2015-06-30,A,5939515107.7,3822179702.71,2117335404.99
32928,600481,2015-12-31,A,4465660455.73,2205884680.0,2259775775.73
32934,600481,2016-06-30,A,4501720190.95,2354933211.46,2146786979.49
32938,600481,2016-12-31,A,4444531891.2,2259879735.21,2184652155.99
32958,600482,2014-06-30,A,4161434722.76,2167810030.01,1993624692.75
32962,600482,2014-12-31,A,4343811435.99,2255000011.92,2088811424.07
32968,600482,2015-06-30,A,4183391181.05,2039789300.43,2143601880.62
32972,600482,2015-12-31,A,4351905992.79,2156037394.7,2195868598.09
32978,600482,2016-06-30,A,41299076820.36,15431923530.56,25867153289.8
32982,600482,2016-12-31,A,39519572066.89,12893166826.4,26626405240.49
33002,600483,2014-06-30,A,1038764766.9,276368263.02,762396503.88
33006,600483,2014-12-31,A,14354188248.48,8233241414.02,6120946834.46
33012,600483,2015-06-30,A,14219723873.28,7935690647.18,6284033226.1
33016,600483,2015-12-31,A,14821684350.35,7814135028.64,7007549321.71
33022,600483,2016-06-30,A,17175374268.74,7374944312.28,9800429956.46
33026,600483,2016-12-31,A,17948877231.01,7384226310.64,10564650920.37
33046,600485,2014-06-30,A,589924060.55,114180358.22,475743702.33
33050,600485,2014-12-31,A,14215496595.23,3487616429.56,10727880165.67
33056,600485,2015-06-30,A,13085382021.68,2001051582.98,11084330438.7
33060,600485,2015-12-31,A,17535111619.71,4755656725.01,12779454894.7
33066,600485,2016-06-30,A,18955743305.46,7016467058.19,11939276247.27
33070,600485,2016-12-31,A,22039984160.04,9939495741.47,12100488418.57
33089,600486,2014-06-30,A,4009063875.21,1432006681.66,2577057193.55
33094,600486,2014-12-31,A,4307765411.23,1512625942.85,2795139468.38
33100,600486,2015-06-30,A,4676079940.16,1609363318.89,3066716621.27
33104,600486,2015-12-31,A,4657356157.39,1422661523.53,3234694633.86
33110,600486,2016-06-30,A,4725498203.36,1403001814.19,3322496389.17
33114,600486,2016-12-31,A,5700484227.17,2140277483.61,3560206743.56
33133,600487,2014-06-30,A,11755722152.87,7450113408.37,4305608744.5
33138,600487,2014-12-31,A,12388385022.49,7824765827.22,4563619195.27
33144,600487,2015-06-30,A,15691522912.15,10859576343.85,4831946568.3
33148,600487,2015-12-31,A,15482181092.08,10175278757.93,5306902334.15
33154,600487,2016-06-30,A,17296532825.44,11630883405.94,5665649419.5
33158,600487,2016-12-31,A,19734326023.16,12945739720.97,6788586302.19
33177,600488,2014-06-30,A,3061869534.63,717774505.37,2344095029.26
33182,600488,2014-12-31,A,2896799368.75,501340993.44,2395458375.31
33188,600488,2015-06-30,A,2999914631.89,584191564.15,2415723067.74
33192,600488,2015-12-31,A,3033179013.61,584419936.18,2448759077.43
33198,600488,2016-06-30,A,2989186060.2,524175917.87,2465010142.33
33202,600488,2016-12-31,A,3001729183.72,511213965.86,2490515217.86
33221,600489,2014-06-30,A,25574235095.73,13635899665.83,11938335429.9
33228,600489,2014-12-31,A,27640505181.59,15595251129.4,12045254052.19
33232,600489,2015-06-30,A,32680012410.45,20676242819.07,12003769591.38
33236,600489,2015-12-31,A,36789696536.63,24888818086.86,11900878449.77
33242,600489,2016-06-30,A,39138634549.8,23998127790.18,15140506759.62
33246,600489,2016-12-31,A,38766495986.49,23482917520.5,15283578465.99
33265,600490,2014-06-30,A,4530347317.38,1327605552.41,3202741764.97
33270,600490,2014-12-31,A,4090778555.02,837380453.74,3253398101.26
33276,600490,2015-06-30,A,4650390532.99,1262054066.21,3388336466.78
33282,600490,2015-12-31,A,4518642407.62,1016727524.02,3501914883.6
33286,600490,2016-06-30,A,4851306736.71,1231619562.16,3619687174.55
33290,600490,2016-12-31,A,4604467080.31,739905614.59,3864561465.72
33309,600491,2014-06-30,A,18696918397.75,15517788249.1,3179130148.65
33314,600491,2014-12-31,A,20843409435.65,17492278336.49,3351131099.16
33320,600491,2015-06-30,A,21778452300.55,18331411470.51,3447040830.04
33324,600491,2015-12-31,A,24382820434.71,20744501336.94,3638319097.77
33330,600491,2016-06-30,A,25809894202.76,20677939314.07,5131954888.69
33334,600491,2016-12-31,A,27427406169.51,21936258363.49,5491147806.02
33353,600493,2014-06-30,A,1177032115.45,548600295.65,628431819.8
33358,600493,2014-12-31,A,1089490685.99,457151010.66,632339675.33
33364,600493,2015-06-30,A,1055844099.62,426155524.58,629688575.04
33368,600493,2015-12-31,A,999753217.86,359855502.87,639897714.99
33374,600493,2016-06-30,A,939370896.09,299847234.61,639523661.48
33378,600493,2016-12-31,A,1012306091.93,321427465.0,690878626.93
33398,600495,2014-06-30,A,3981976711.72,864219876.99,3117756834.73
33402,600495,2014-12-31,A,4267573158.1,1045788170.39,3221784987.71
33408,600495,2015-06-30,A,4080352968.57,1042619578.94,3037733389.63
33412,600495,2015-12-31,A,3873210153.87,765433582.39,3107776571.48
33418,600495,2016-06-30,A,3713692754.82,621838462.49,3091854292.33
33424,600495,2016-12-31,A,3681957544.3,577694402.63,3104263141.67
33442,600496,2014-06-30,A,8357710899.21,5975010425.54,2382700473.67
33446,600496,2014-12-31,A,9789062972.17,6410638529.29,3378424442.88
33452,600496,2015-06-30,A,10002698737.77,6524350015.54,3478348722.23
33456,600496,2015-12-31,A,10443767624.66,6904195145.23,3539572479.43
33462,600496,2016-06-30,A,9347598214.02,5678232011.74,3669366202.28
33466,600496,2016-12-31,A,10647048647.32,6877671701.78,3769376945.54
33485,600497,2014-06-30,A,31070122690.68,19553734880.95,11516387809.73
33490,600497,2014-12-31,A,32839802236.64,21403499378.35,11436302858.29
33496,600497,2015-06-30,A,33241146899.61,22054144500.76,11187002398.85
33500,600497,2015-12-31,A,33490173635.12,22325498935.76,11164674699.36
33506,600497,2016-06-30,A,34280763865.44,21139540123.42,13141223742.02
33510,600497,2016-12-31,A,32831830184.52,21569398522.64,11262431661.88
33529,600498,2014-06-30,A,14109742343.22,7536315250.38,6573427092.84
33534,600498,2014-12-31,A,15432869589.16,8339418420.2,7093451168.96
33540,600498,2015-06-30,A,17140609929.19,9836967982.54,7303641946.65
33543,600498,2015-12-31,A,19078561633.84,11326119840.71,7752441793.13
33550,600498,2016-06-30,A,21550481087.61,13895377625.98,7655103461.63
33554,600498,2016-12-31,A,24322494000.9,16375691201.54,7946802799.36
33573,600499,2014-06-30,A,7652564922.08,4000653125.33,3651911796.75
33578,600499,2014-12-31,A,7576768423.12,3733877111.61,3842891311.51
33584,600499,2015-06-30,A,7652339788.94,3588091040.32,4064248748.62
33588,600499,2015-12-31,A,8420571945.29,4032827848.53,4387744096.76
33594,600499,2016-06-30,A,8176339668.52,3911501181.54,4264838486.98
33598,600499,2016-12-31,A,8429444340.84,4261088723.59,4168355617.25
33617,600500,2014-06-30,A,33624467494.61,19156414177.07,14468053317.54
33622,600500,2014-12-31,A,30111183315.85,15715939880.45,14395243435.4
33628,600500,2015-06-30,A,33020830113.18,18634764253.3,14386065859.88
33632,600500,2015-12-31,A,40337817306.82,20711579805.33,19626237501.49
33638,600500,2016-06-30,A,44898796455.54,25135545189.59,19763251265.95
33644,600500,2016-12-31,A,50010834179.87,29952271298.17,20058562881.7
33662,600501,2014-06-30,A,4276011721.12,2880987057.57,1395024663.55
33666,600501,2014-12-31,A,4110803523.09,2656066696.74,1454736826.35
33672,600501,2015-06-30,A,5077088060.44,2681531353.99,2395556706.45
33676,600501,2015-12-31,A,4743497981.98,2400467295.52,2343030686.46
33682,600501,2016-06-30,A,4517346418.73,2173985457.79,2343360960.94
33686,600501,2016-12-31,A,4716106956.06,2315540348.83,2400566607.23
33706,600502,2014-06-30,A,11218376484.33,8698951823.99,2519424660.34
33710,600502,2014-12-31,A,12339867437.28,10313507073.46,2026360363.82
33716,600502,2015-06-30,A,13460085551.62,10745463912.18,2714621639.44
33720,600502,2015-12-31,A,13574038031.71,10692806272.08,2881231759.63
33726,600502,2016-06-30,A,14607430705.52,11458205280.74,3149225424.78
33730,600502,2016-12-31,A,17300551656.42,13055196439.14,4245355217.28
33749,600503,2014-06-30,A,2932629642.25,964268437.45,1968361204.8
33754,600503,2014-12-31,A,4394309716.16,800714922.42,3593594793.74
33760,600503,2015-06-30,A,5182355427.84,1554485139.57,3627870288.27
33764,600503,2015-12-31,A,5417488105.09,1763500688.5,3653987416.59
33770,600503,2016-06-30,A,6152144819.74,2421257703.31,3730887116.43
33774,600503,2016-12-31,A,6534653831.71,2770452237.69,3764201594.02
33793,600505,2014-06-30,A,1848554418.52,889088477.67,959465940.85
33798,600505,2014-12-31,A,1818676306.1,800459721.78,1018216584.32
33804,600505,2015-06-30,A,1811687077.97,798824085.95,1012862992.02
33808,600505,2015-12-31,A,2271358554.75,1150558036.48,1120800518.27
33814,600505,2016-06-30,A,2330624246.09,1220516891.75,1110107354.34
33818,600505,2016-12-31,A,2414888029.76,1186165484.54,1228722545.22
33837,600506,2014-06-30,A,300405908.39,18971889.58,281434018.81
33842,600506,2014-12-31,A,287788533.28,15978036.82,271810496.46
33848,600506,2015-06-30,A,285505963.06,15450313.38,270055649.68
33852,600506,2015-12-31,A,300134660.42,22098486.06,278036174.36
33858,600506,2016-06-30,A,286391543.96,15804494.24,270587049.72
33862,600506,2016-12-31,A,288760944.4,15573751.07,273187193.33
33874,600507,2014-06-30,A,10476670043.11,7549250674.17,2927419368.94
33879,600507,2014-12-31,A,9287453287.63,6084267153.46,3203186134.17
33885,600507,2015-06-30,A,9445114679.31,7152337681.59,2292776997.72
33889,600507,2015-12-31,A,9305728898.23,7037463393.26,2268265504.97
33895,600507,2016-06-30,A,7634684150.07,5127502922.17,2507181227.9
33899,600507,2016-12-31,A,8477097553.46,5549062115.8,2928035437.66
33918,600508,2014-06-30,A,14223170909.71,5626223544.56,8596947365.15
33923,600508,2014-12-31,A,14035570884.33,5498419099.35,8537151784.98
33929,600508,2015-06-30,A,14034450699.04,5495544195.19,8538906503.85
33933,600508,2015-12-31,A,13670379285.28,5210403681.81,8459975603.47
33939,600508,2016-06-30,A,14325403616.29,5530544330.39,8794859285.9
33943,600508,2016-12-31,A,13989470182.47,5047562404.59,8941907777.88
33962,600509,2014-06-30,A,12643113708.71,8270894196.58,4372219512.13
33967,600509,2014-12-31,A,14295082472.61,9756111100.88,4538971371.73
33973,600509,2015-06-30,A,15387936342.01,10678563245.62,4709373096.39
33977,600509,2015-12-31,A,17301512193.63,12574680286.38,4726831907.25
33983,600509,2016-06-30,A,18374045387.93,13488621425.44,4885423962.49
33987,600509,2016-12-31,A,19408646937.25,14528963565.35,4879683371.9
34006,600510,2014-06-30,A,14640507932.33,9711256737.65,4929251194.68
34011,600510,2014-12-31,A,16034436593.04,11037385135.55,4997051457.49
34017,600510,2015-06-30,A,17675469319.69,12403128484.89,5272340834.8
34021,600510,2015-12-31,A,18392093318.68,11413127533.25,6978965785.43
34027,600510,2016-06-30,A,18763632549.33,11670170475.24,7093462074.09
34031,600510,2016-12-31,A,19330206873.83,11303489857.36,8026717016.47
34051,600511,2014-06-30,A,5103618106.16,2779924428.73,2323693677.43
34055,600511,2014-12-31,A,5537855521.43,2957061612.31,2580793909.12
34061,600511,2015-06-30,A,5662076264.36,2836923273.16,2825152991.2
34065,600511,2015-12-31,A,6556053998.06,3041749126.64,3514304871.42
34071,600511,2016-06-30,A,6603843721.26,2861227804.39,3742615916.87
34075,600511,2016-12-31,A,7401463433.29,3384655361.04,4016808072.25
34094,600512,2014-06-30,A,5642989855.92,4468854855.68,1174135000.24
34099,600512,2014-12-31,A,5661251317.62,4490014686.45,1171236631.17
34105,600512,2015-06-30,A,5087969367.76,3038758448.89,2049210918.87
34109,600512,2015-12-31,A,5447347580.11,3461812074.85,1985535505.26
34115,600512,2016-06-30,A,5970352260.69,3939790326.56,2030561934.13
34119,600512,2016-12-31,A,7820919069.35,3228419117.21,4592499952.14
34138,600513,2014-06-30,A,674499262.33,262144916.18,412354346.15
34143,600513,2014-12-31,A,658958880.42,224706247.41,434252633.01
34149,600513,2015-06-30,A,952187262.03,204032544.1,748154717.93
34153,600513,2015-12-31,A,1000536641.86,225662360.13,774874281.73
34159,600513,2016-06-30,A,1020752923.74,226634462.66,794118461.08
34163,600513,2016-12-31,A,1066283951.98,239031207.78,827252744.2
34182,600515,2014-06-30,A,3196638911.25,2394335395.31,802303515.94
34187,600515,2014-12-31,A,3698795860.45,2880215366.32,818580494.13
34193,600515,2015-06-30,A,3454025257.14,2619748515.05,834276742.09
34197,600515,2015-12-31,A,3744940651.93,2864487584.01,880453067.92
34203,600515,2016-06-30,A,4085905829.23,3196563079.03,889342750.2
34207,600515,2016-12-31,A,96999082471.68,53260656518.31,43738425953.37
34226,600516,2014-06-30,A,10202414694.35,4191619085.29,6010795609.06
34231,600516,2014-12-31,A,9583485016.41,3565135816.79,6018349199.62
34237,600516,2015-06-30,A,9340642105.27,3296975020.9,6043667084.37
34241,600516,2015-12-31,A,9016697734.08,2990814618.79,6025883115.29
34247,600516,2016-06-30,A,8394853679.11,2363863986.37,6030989692.74
34251,600516,2016-12-31,A,8056102507.6,2003664801.77,6052437705.83
34271,600517,2014-06-30,A,4726051089.86,2461829529.4,2264221560.46
34275,600517,2014-12-31,A,5244803442.6,2746923807.95,2497879634.65
34281,600517,2015-06-30,A,5114705505.14,2587945845.66,2526759659.48
34284,600517,2015-12-31,A,8696887525.44,5319457296.56,3377430228.88
34291,600517,2016-06-30,A,9110307692.45,5663484965.58,3446822726.87
34295,600517,2016-12-31,A,8959345510.59,5237401034.88,3721944475.71
34314,600518,2014-06-30,A,24743730299.96,12262101774.82,12481628525.14
34319,600518,2014-12-31,A,27879317009.31,11160588016.13,16718728993.18
34325,600518,2015-06-30,A,32120274600.84,14653799478.3,17466475122.54
34329,600518,2015-12-31,A,38105229314.85,19266789251.49,18838440063.36
34335,600518,2016-06-30,A,47955281458.84,20222615698.1,27732665760.74
34339,600518,2016-12-31,A,54823896576.81,25440769542.67,29383127034.14
34358,600519,2014-06-30,A,55218131505.51,8593954624.29,46624176881.22
34363,600519,2014-12-31,A,65873165224.63,10561614383.51,55311550841.12
34369,600519,2015-06-30,A,72337744204.93,8675962015.39,63661782189.54
34373,600519,2015-12-31,A,86301463422.77,20067293001.48,66234170421.29
34379,600519,2016-06-30,A,95546499172.84,28193337489.46,67353161683.38
34383,600519,2016-12-31,A,112934538280.41,37035995425.69,75898542854.72
34403,600520,2014-06-30,A,960140178.42,362138938.55,598001239.87
34407,600520,2014-12-31,A,796317359.17,256117494.41,540199864.76
34413,600520,2015-06-30,A,872604081.35,352159976.92,520444104.43
34417,600520,2015-12-31,A,788101657.62,313918235.77,474183421.85
34423,600520,2016-06-30,A,791905720.88,323918827.23,467986893.65
34427,600520,2016-12-31,A,811305881.06,328399845.93,482906035.13
34447,600521,2014-06-30,A,4227424313.02,1234486590.55,2992937722.47
34451,600521,2014-12-31,A,4510016153.18,1243941213.38,3266074939.8
34457,600521,2015-06-30,A,4990922655.54,1545084205.61,3445838449.93
34461,600521,2015-12-31,A,5515495745.9,1795142089.28,3720353656.62
34467,600521,2016-06-30,A,6126488017.78,2014760473.46,4111727544.32
34471,600521,2016-12-31,A,6726384025.2,2148552262.98,4577831762.22
34490,600522,2014-06-30,A,9601101913.77,3913390099.93,5687711813.84
34497,600522,2014-12-31,A,11799171331.16,3673779337.91,8125391993.25
34501,600522,2015-06-30,A,12544988955.32,4113780692.23,8431208263.09
34505,600522,2015-12-31,A,15702266810.96,5312659810.83,10389607000.13
34511,600522,2016-06-30,A,18441080322.38,7488591817.06,10952488505.32
34515,600522,2016-12-31,A,20452530670.55,8359499449.0,12093031221.55
34534,600523,2014-06-30,A,3636821831.98,1667831171.64,1968990660.34
34539,600523,2014-12-31,A,3755964627.29,1688989029.3,2066975597.99
34545,600523,2015-06-30,A,3615031918.71,1505993167.69,2109038751.02
34549,600523,2015-12-31,A,3766602295.54,1573754131.94,2192848163.6
34555,600523,2016-06-30,A,3748713698.56,1526095845.92,2222617852.64
34559,600523,2016-12-31,A,3780466787.27,1454892057.02,2325574730.25
34578,600525,2014-06-30,A,5018383442.32,2267264268.83,2751119173.49
34583,600525,2014-12-31,A,6277432999.66,3255238659.51,3022194340.15
34589,600525,2015-06-30,A,6693897139.24,3615740971.17,3078156168.07
34593,600525,2015-12-31,A,9341850634.89,3733416436.31,5608434198.58
34599,600525,2016-06-30,A,11172072484.16,5405682817.24,5766389666.92
34605,600525,2016-12-31,A,15619959987.45,8150750375.45,7469209612.0
34622,600526,2014-06-30,A,4553334648.36,3233980101.97,1319354546.39
34627,600526,2014-12-31,A,4761255273.59,3415638581.53,1345616692.06
34633,600526,2015-06-30,A,6356375626.17,3757334725.33,2599040900.84
34637,600526,2015-12-31,A,6878301522.42,4291450593.96,2586850928.46
34643,600526,2016-06-30,A,7483212561.94,4869533807.05,2613678754.89
34647,600526,2016-12-31,A,7972283298.76,5382259319.2,2590023979.56
34666,600527,2014-06-30,A,1933726450.63,98945641.08,1834780809.55
34671,600527,2014-12-31,A,1852419358.5,65059018.26,1787360340.24
34677,600527,2015-06-30,A,1822625619.58,96498150.71,1726127468.87
34681,600527,2015-12-31,A,1769973942.94,72276633.81,1697697309.13
34687,600527,2016-06-30,A,1658716780.4,53717467.09,1604999313.31
34691,600527,2016-12-31,A,1724099907.87,98546765.86,1625553142.01
34711,600528,2014-06-30,A,56997410053.21,50280230908.68,6717179144.53
34715,600528,2014-12-31,A,58980591500.73,52099499059.7,6881092441.03
34721,600528,2015-06-30,A,59221119313.41,52463218744.28,6757900569.13
34725,600528,2015-12-31,A,56447198122.55,50004990375.46,6442207747.09
34731,600528,2016-06-30,A,54104857158.39,47888209119.29,6216648039.1
34735,600528,2016-12-31,A,56146427891.58,49661833421.59,6484594469.99
34754,600529,2014-06-30,A,2772394871.9,715933933.73,2056460938.17
34761,600529,2014-12-31,A,2818180079.3,692561460.85,2125618618.45
34765,600529,2015-06-30,A,2909190467.49,749653132.27,2159537335.22
34769,600529,2015-12-31,A,2973070867.3,735610107.99,2237460759.31
34775,600529,2016-06-30,A,3189372566.65,916252535.23,2273120031.42
34779,600529,2016-12-31,A,3904225444.11,860624394.65,3043601049.46
34798,600530,2014-06-30,A,1819592722.83,407129990.26,1412462732.57
34803,600530,2014-12-31,A,2770026972.89,552527804.2,2217499168.69
34809,600530,2015-06-30,A,2706869935.76,592666590.47,2114203345.29
34815,600530,2015-12-31,A,2688037147.97,726678589.74,1961358558.23
